,customer_id,last_purchase,frequency,monetary,avg_order_value,recency,churn,Segment
2064,C3470,2022-07-25,1,-80.03272871697459,-80.03272871697459,1224,1,At-Risk Customer
2065,C3471,2025-02-04,8,482.86643390934455,60.35830423866807,299,0,New Customer
2066,C3472,2024-06-07,1,67.44712685249924,67.44712685249924,541,1,Occassional Buyer Customer
2067,C3473,2025-06-29,8,1945.0276235891365,243.12845294864206,154,0,Occassional Buyer Customer
2068,C3474,2024-10-25,8,1229.6235440440767,153.70294300550958,401,1,Occassional Buyer Customer
2069,C3476,2023-07-07,1,-136.86465957855097,-136.86465957855097,877,1,At-Risk Customer
2070,C3479,2022-07-04,1,-252.275549750556,-252.275549750556,1245,1,At-Risk Customer
2071,C348,2024-10-15,8,114.71605705574723,14.339507131968404,411,1,New Customer
2072,C3480,2025-09-07,8,-1516.1133048181223,-189.5141631022653,84,0,New Customer
2073,C3481,2025-02-25,18,1729.9759047897724,96.10977248832069,278,0,Occassional Buyer Customer
2074,C3482,2023-08-18,1,281.89394354115143,281.89394354115143,835,1,Occassional Buyer Customer
2075,C3484,2025-10-27,75,3383.434403938926,45.11245871918568,34,0,Loyal High-Value Customer
2076,C3485,2024-03-18,1,-48.915837849641,-48.915837849641,622,1,At-Risk Customer
2077,C3487,2022-06-09,1,81.52461424877062,81.52461424877062,1270,1,At-Risk Customer
2078,C3488,2024-02-26,1,-207.2092259204494,-207.2092259204494,643,1,At-Risk Customer
2079,C3489,2024-01-18,1,-179.8185196066588,-179.8185196066588,682,1,At-Risk Customer
2080,C349,2024-09-07,4,-587.436714430347,-146.85917860758676,449,1,New Customer
2081,C3492,2025-05-01,27,2042.4330747536028,75.64566943531862,213,0,Loyal High-Value Customer
2082,C3493,2023-03-04,1,-171.0873156000803,-171.0873156000803,1002,1,At-Risk Customer
2083,C3495,2024-04-02,1,113.3926728362092,113.3926728362092,607,1,Occassional Buyer Customer
2084,C3496,2025-04-05,8,587.2782207481633,73.40977759352042,239,0,New Customer
2085,C3497,2025-06-02,32,-5520.453198713611,-172.51416245980033,181,0,Discount Seeker Customer
2086,C3498,2024-01-24,8,-2239.025420288569,-279.8781775360711,676,1,At-Risk Customer
2087,C3499,2024-10-09,18,-2483.3442098275164,-137.9635672126398,417,1,New Customer
2088,C35,2025-05-26,8,466.4105174647349,58.30131468309186,188,0,New Customer
2089,C350,2024-10-27,1,-27.288708104396463,-27.288708104396463,399,1,New Customer
2090,C3500,2025-03-10,1,329.4328627068965,329.4328627068965,265,0,Occassional Buyer Customer
2091,C3501,2023-10-07,1,-180.1642265410172,-180.1642265410172,785,1,At-Risk Customer
2092,C3503,2024-04-26,1,5.322520705953279,5.322520705953279,583,1,Occassional Buyer Customer
2093,C3504,2024-05-20,9,-2614.033600469055,-290.448177829895,559,1,New Customer
2094,C3505,2025-10-06,75,3116.258046107649,41.550107281435324,55,0,Loyal High-Value Customer
2095,C3507,2025-09-14,4,-559.1206022512938,-139.78015056282345,77,0,New Customer
2096,C3508,2023-06-20,1,54.256345260738,54.256345260738,894,1,At-Risk Customer
2097,C3509,2022-06-23,1,138.35946847314608,138.35946847314608,1256,1,At-Risk Customer
2098,C351,2023-12-12,1,192.2577510137718,192.2577510137718,719,1,Occassional Buyer Customer
2099,C3511,2025-05-11,9,-2374.5959987253445,-263.8439998583716,203,0,New Customer
2100,C3512,2024-09-05,1,227.56838324083444,227.56838324083444,451,1,Occassional Buyer Customer
2101,C3513,2025-03-09,4,359.3006680676693,89.82516701691732,266,0,Occassional Buyer Customer
2102,C3514,2024-09-07,1,-173.86447546888698,-173.86447546888698,449,1,New Customer
2103,C3515,2025-02-15,18,435.3316249032584,24.185090272403244,288,0,New Customer
2104,C3516,2025-08-30,18,-1693.7830553497342,-94.0990586305408,92,0,New Customer
2105,C3517,2025-09-13,8,-2197.5196322104384,-274.6899540263048,78,0,New Customer
2106,C3518,2023-07-01,1,-97.13691396013648,-97.13691396013648,883,1,At-Risk Customer
2107,C3519,2025-01-07,1,333.65259989060905,333.65259989060905,327,0,Occassional Buyer Customer
2108,C352,2024-01-20,1,-139.13112320761283,-139.13112320761283,680,1,At-Risk Customer
2109,C3520,2023-02-25,1,9.808903932350018,9.808903932350018,1009,1,At-Risk Customer
2110,C3521,2024-12-16,1,297.3436308211841,297.3436308211841,349,0,Occassional Buyer Customer
2111,C3524,2025-03-29,4,-308.198023835419,-77.04950595885475,246,0,New Customer
2112,C3525,2024-04-15,8,136.55734547121665,17.06966818390208,594,1,Occassional Buyer Customer
2113,C3527,2024-08-03,1,-103.02371267308044,-103.02371267308044,484,1,New Customer
2114,C3528,2022-03-28,1,-288.8017217874984,-288.8017217874984,1343,1,At-Risk Customer
2115,C3529,2023-02-10,1,-40.35513826492143,-40.35513826492143,1024,1,At-Risk Customer
2116,C353,2024-07-12,4,43.91306807976473,10.978267019941182,506,1,New Customer
2117,C3530,2024-11-17,4,-634.0695331001518,-158.51738327503796,378,1,New Customer
2118,C3532,2024-08-28,8,447.37345542257754,55.92168192782219,459,1,Occassional Buyer Customer
2119,C3534,2025-01-30,8,-559.2424502849165,-69.90530628561456,304,0,New Customer
2120,C3535,2025-03-04,8,-1283.0549600769175,-160.3818700096147,271,0,New Customer
2121,C3536,2024-10-11,32,111.7896864241975,3.493427700756172,415,1,New Customer
2122,C3537,2024-12-03,27,-4569.434393899263,-169.23831088515792,362,0,Discount Seeker Customer
2123,C3538,2025-04-18,1,46.59409677812928,46.59409677812928,226,0,New Customer
2124,C3539,2025-09-10,48,-1739.9260712793653,-36.24845981832011,81,0,Discount Seeker Customer
2125,C3540,2024-08-20,1,325.54981162982864,325.54981162982864,467,1,Occassional Buyer Customer
2126,C3541,2024-04-30,1,-128.21592090170233,-128.21592090170233,579,1,At-Risk Customer
2127,C3542,2023-12-29,4,289.1433797500654,72.28584493751634,702,1,Occassional Buyer Customer
2128,C3543,2022-12-11,1,278.1167520651868,278.1167520651868,1085,1,Occassional Buyer Customer
2129,C3544,2023-09-01,4,330.28815571331074,82.57203892832769,821,1,Occassional Buyer Customer
2130,C3545,2024-04-07,8,2859.299597675855,357.41244970948185,602,1,Occassional Buyer Customer
2131,C3549,2023-10-22,8,1491.1070294717156,186.38837868396445,770,1,Occassional Buyer Customer
2132,C355,2025-07-23,18,7.902277086536117,0.43901539369645093,130,0,New Customer
2133,C3550,2025-08-06,8,-156.1628119250246,-19.520351490628077,116,0,New Customer
2134,C3552,2024-12-07,4,915.4545063231091,228.86362658077726,358,0,Occassional Buyer Customer
2135,C3553,2025-09-24,1,-29.385405813108274,-29.385405813108274,67,0,New Customer
2136,C3554,2025-08-30,32,-5541.370626010999,-173.16783206284373,92,0,Discount Seeker Customer
2137,C3555,2025-08-14,8,64.3158941575856,8.0394867696982,108,0,New Customer
2138,C3556,2024-02-15,1,-184.61554498687508,-184.61554498687508,654,1,At-Risk Customer
2139,C3557,2024-08-08,8,271.6951236325107,33.961890454063834,479,1,Occassional Buyer Customer
2140,C3558,2025-07-20,18,-1073.8230639368196,-59.656836885378866,133,0,New Customer
2141,C3559,2024-04-07,1,77.08348288406002,77.08348288406002,602,1,Occassional Buyer Customer
2142,C356,2024-09-21,8,-115.05667108687521,-14.382083885859402,435,1,New Customer
2143,C3561,2025-01-07,1,100.36424027823963,100.36424027823963,327,0,Occassional Buyer Customer
2144,C3562,2022-09-27,1,-318.34458444363645,-318.34458444363645,1160,1,At-Risk Customer
2145,C3564,2023-10-19,1,123.1724831561814,123.1724831561814,773,1,Occassional Buyer Customer
2146,C3566,2023-11-09,4,-446.8199884832963,-111.70499712082407,752,1,At-Risk Customer
2147,C3567,2024-11-09,1,49.78438973804941,49.78438973804941,386,1,Occassional Buyer Customer
2148,C3568,2025-05-20,18,1954.392920014023,108.5773844452235,194,0,Loyal High-Value Customer
2149,C3569,2025-05-07,1,-278.25198115557146,-278.25198115557146,207,0,New Customer
2150,C357,2025-02-15,8,816.4630383647826,102.05787979559783,288,0,Occassional Buyer Customer
2151,C3570,2025-08-04,8,-1066.3514606605336,-133.2939325825667,118,0,New Customer
2152,C3574,2024-09-05,4,-152.99985473294043,-38.24996368323511,451,1,New Customer
2153,C3575,2025-08-06,32,2213.2449310722277,69.16390409600712,116,0,Loyal High-Value Customer
2154,C3576,2025-05-31,1,324.4433672410789,324.4433672410789,183,0,Occassional Buyer Customer
2155,C3577,2022-11-20,1,13.002158780818906,13.002158780818906,1106,1,At-Risk Customer
2156,C3578,2023-09-02,1,-416.49923633955177,-416.49923633955177,820,1,At-Risk Customer
2157,C3581,2024-10-28,18,3013.2912141411516,167.4050674522862,398,1,Loyal High-Value Customer
2158,C3582,2025-09-12,1,183.600216314172,183.600216314172,79,0,Occassional Buyer Customer
2159,C3583,2025-05-06,1,-7.241157998682151,-7.241157998682151,208,0,New Customer
2160,C3586,2023-11-23,1,194.4797734772323,194.4797734772323,738,1,Occassional Buyer Customer
2161,C3588,2024-12-12,18,437.0785976559379,24.282144314218773,353,0,New Customer
2162,C3589,2025-05-17,27,1494.3463463484707,55.34616097586928,197,0,Loyal High-Value Customer
2163,C359,2025-11-08,4,277.5408002400783,69.38520006001957,22,0,New Customer
2164,C3590,2024-12-23,1,-200.42336094962937,-200.42336094962937,342,0,New Customer
2165,C3591,2023-12-18,1,298.1289105993867,298.1289105993867,713,1,Occassional Buyer Customer
2166,C3592,2023-02-23,1,230.0483927661116,230.0483927661116,1011,1,Occassional Buyer Customer
2167,C3594,2025-02-18,18,-90.75926725843934,-5.042181514357741,285,0,New Customer
2168,C3597,2024-05-25,1,-85.31180440395438,-85.31180440395438,554,1,New Customer
2169,C3598,2025-10-20,18,2885.176433022765,160.28757961237585,41,0,Loyal High-Value Customer
2170,C3599,2025-06-14,50,3340.952170646942,66.81904341293884,169,0,Loyal High-Value Customer
2171,C3601,2024-09-23,1,-272.9079598064299,-272.9079598064299,433,1,New Customer
2172,C3603,2023-05-09,1,75.01564007094265,75.01564007094265,936,1,At-Risk Customer
2173,C3604,2025-07-23,8,-161.42691564854505,-20.17836445606813,130,0,New Customer
2174,C3605,2024-06-09,8,1126.3797416469533,140.79746770586917,539,1,Occassional Buyer Customer
2175,C3606,2024-05-30,18,-1595.767701416459,-88.65376118980328,549,1,New Customer
2176,C3607,2023-05-22,1,117.32427353673262,117.32427353673262,923,1,Occassional Buyer Customer
2177,C3610,2024-11-21,8,574.1018419274014,71.76273024092518,374,1,Occassional Buyer Customer
2178,C3611,2024-01-16,1,-439.4581125562184,-439.4581125562184,684,1,At-Risk Customer
2179,C3612,2023-07-30,1,29.67922039315792,29.67922039315792,854,1,At-Risk Customer
2180,C3613,2024-09-02,1,-7.402877646440466,-7.402877646440466,454,1,New Customer
2181,C3614,2025-02-02,1,189.0511984425789,189.0511984425789,301,0,Occassional Buyer Customer
2182,C3615,2024-12-25,8,1665.2714718748343,208.1589339843543,340,0,Occassional Buyer Customer
2183,C3619,2025-03-01,27,3559.550156003411,131.8351909630893,274,0,Loyal High-Value Customer
2184,C362,2023-06-16,1,-159.359480314628,-159.359480314628,898,1,At-Risk Customer
2185,C3621,2024-01-10,1,-284.63465011285007,-284.63465011285007,690,1,At-Risk Customer
2186,C3622,2025-04-12,18,3036.060106585994,168.67000592144413,232,0,Loyal High-Value Customer
2187,C3623,2024-09-23,18,-601.0178423293637,-33.38988012940909,433,1,New Customer
2188,C3625,2023-02-13,1,-170.97728746306237,-170.97728746306237,1021,1,At-Risk Customer
2189,C3626,2023-05-21,1,-299.19987145773297,-299.19987145773297,924,1,At-Risk Customer
2190,C3627,2025-02-17,8,1963.0183684915687,245.3772960614461,286,0,Occassional Buyer Customer
2191,C3628,2025-06-21,8,-1105.877956602866,-138.23474457535826,162,0,New Customer
2192,C3629,2024-12-21,9,-1680.7486614535387,-186.74985127261542,344,0,New Customer
2193,C363,2023-11-26,1,-374.9324660672241,-374.9324660672241,735,1,At-Risk Customer
2194,C3630,2024-07-21,32,-588.7137949946577,-18.397306093583055,497,1,New Customer
2195,C3632,2025-07-03,8,611.142733553304,76.392841694163,150,0,New Customer
2196,C3633,2024-11-08,18,-1632.5439389853725,-90.69688549918736,387,1,New Customer
2197,C3634,2024-11-03,1,461.0974377123106,461.0974377123106,392,1,Occassional Buyer Customer
2198,C3635,2024-09-22,18,-2137.2510809656646,-118.73617116475914,434,1,New Customer
2199,C3637,2024-09-03,1,200.1588344047097,200.1588344047097,453,1,Occassional Buyer Customer
2200,C3638,2024-11-21,1,138.68511181379307,138.68511181379307,374,1,Occassional Buyer Customer
2201,C3639,2024-12-30,1,-278.4261238715251,-278.4261238715251,335,0,New Customer
2202,C364,2023-02-16,1,-100.34861188872635,-100.34861188872635,1018,1,At-Risk Customer
2203,C3640,2025-06-16,18,1053.7243500335824,58.54024166853235,167,0,New Customer
2204,C3642,2024-10-30,8,2599.8090380584863,324.9761297573108,396,1,Occassional Buyer Customer
2205,C3643,2022-10-01,1,74.73664210277742,74.73664210277742,1156,1,At-Risk Customer
2206,C3645,2025-11-27,8,-296.3377109716581,-37.042213871457264,3,0,New Customer
2207,C3646,2024-04-29,8,-1718.0512527761316,-214.75640659701645,580,1,New Customer
2208,C3649,2024-06-27,1,-142.2699364078865,-142.2699364078865,521,1,New Customer
2209,C365,2025-05-01,32,5822.900152706473,181.96562977207728,213,0,Loyal High-Value Customer
2210,C3650,2024-07-04,1,207.7972135745292,207.7972135745292,514,1,Occassional Buyer Customer
2211,C3651,2025-09-18,18,-66.46615504035601,-3.6925641689086675,73,0,New Customer
2212,C3654,2025-10-29,27,-304.79798076788785,-11.288814102514365,32,0,New Customer
2213,C3655,2025-01-28,8,286.6894948005604,35.83618685007005,306,0,New Customer
2214,C3656,2025-06-07,27,349.4419284409107,12.942293645959657,176,0,New Customer
2215,C3658,2023-11-06,1,-91.71126406356008,-91.71126406356008,755,1,At-Risk Customer
2216,C366,2024-08-24,1,-100.0187701839175,-100.0187701839175,463,1,New Customer
2217,C3660,2025-06-19,48,-4254.272628930355,-88.63067976938238,164,0,Discount Seeker Customer
2218,C3661,2023-11-07,1,462.5377647772516,462.5377647772516,754,1,Occassional Buyer Customer
2219,C3662,2024-03-19,1,-51.98634032039408,-51.98634032039408,621,1,At-Risk Customer
2220,C3663,2023-03-27,1,-29.181091802435105,-29.181091802435105,979,1,At-Risk Customer
2221,C3664,2023-10-15,1,66.74404451795492,66.74404451795492,777,1,Occassional Buyer Customer
2222,C3665,2024-09-10,8,1533.5146548054204,191.68933185067755,446,1,Occassional Buyer Customer
2223,C3666,2024-12-05,18,-513.4627625601388,-28.525709031118822,360,0,New Customer
2224,C3667,2024-10-07,8,104.86763666851641,13.108454583564551,419,1,New Customer
2225,C3668,2025-05-16,18,-3003.4228200465036,-166.85682333591686,198,0,New Customer
2226,C367,2025-02-13,4,-1269.6218333613447,-317.40545834033617,290,0,New Customer
2227,C3671,2025-01-17,8,641.3492713467386,80.16865891834233,317,0,Occassional Buyer Customer
2228,C3672,2024-02-10,1,-234.79429537715552,-234.79429537715552,659,1,At-Risk Customer
2229,C3673,2025-02-06,27,22.106294105747764,0.8187516335462135,297,0,New Customer
2230,C3674,2023-01-11,1,323.5553729026343,323.5553729026343,1054,1,Occassional Buyer Customer
2231,C3675,2023-06-01,1,393.1755418492288,393.1755418492288,913,1,Occassional Buyer Customer
2232,C3676,2025-08-14,18,-1447.7480350888027,-80.43044639382236,108,0,New Customer
2233,C3677,2025-02-26,8,-1135.3110092954025,-141.91387616192532,277,0,New Customer
2234,C3678,2024-04-26,18,-1770.6969822826054,-98.37205457125586,583,1,New Customer
2235,C3679,2025-02-15,1,-91.73865968368082,-91.73865968368082,288,0,New Customer
2236,C368,2023-04-07,1,-269.79095966953173,-269.79095966953173,968,1,At-Risk Customer
2237,C3680,2024-02-09,1,-124.1483907332212,-124.1483907332212,660,1,At-Risk Customer
2238,C3681,2025-04-26,1,28.32801559108005,28.32801559108005,218,0,New Customer
2239,C3682,2024-02-06,1,158.45510476523847,158.45510476523847,663,1,Occassional Buyer Customer
2240,C3683,2024-04-29,1,277.7392470566181,277.7392470566181,580,1,Occassional Buyer Customer
2241,C3684,2025-03-01,18,-417.58740119994235,-23.199300066663465,274,0,New Customer
2242,C3686,2024-05-30,18,316.69535870537516,17.594186594743064,549,1,New Customer
2243,C3687,2023-09-18,4,80.63900277451461,20.159750693628652,804,1,At-Risk Customer
2244,C3689,2025-11-27,147,17323.129072566444,117.84441545963567,3,0,Loyal High-Value Customer
2245,C369,2022-09-13,1,-106.83556894158224,-106.83556894158224,1174,1,At-Risk Customer
2246,C3690,2024-09-26,1,72.84216623650155,72.84216623650155,430,1,Occassional Buyer Customer
2247,C3691,2025-01-19,9,-1970.668607641759,-218.96317862686212,315,0,New Customer
2248,C3692,2025-03-29,8,1526.0261171397046,190.75326464246308,246,0,Occassional Buyer Customer
2249,C3694,2024-03-23,8,-891.2683594784925,-111.40854493481156,617,1,At-Risk Customer
2250,C3695,2025-07-25,8,-1569.7267634184054,-196.21584542730068,128,0,New Customer
2251,C3696,2024-08-14,8,-1176.6497822735628,-147.08122278419535,473,1,New Customer
2252,C3697,2023-09-07,1,398.4957886089121,398.4957886089121,815,1,Occassional Buyer Customer
2253,C3698,2023-05-05,1,-369.1781956238526,-369.1781956238526,940,1,At-Risk Customer
2254,C37,2024-03-26,1,-231.0807339819844,-231.0807339819844,614,1,At-Risk Customer
2255,C370,2023-10-31,1,297.6032650800518,297.6032650800518,761,1,Occassional Buyer Customer
2256,C3700,2023-09-12,1,-246.9108130743197,-246.9108130743197,810,1,At-Risk Customer
2257,C3702,2024-06-05,4,-1035.0400142012732,-258.7600035503183,543,1,New Customer
2258,C3703,2024-04-16,1,-383.1043670861199,-383.1043670861199,593,1,At-Risk Customer
2259,C3706,2024-07-21,1,23.99357954491701,23.99357954491701,497,1,Occassional Buyer Customer
2260,C3709,2023-07-07,1,-15.94680242223729,-15.94680242223729,877,1,At-Risk Customer
2261,C371,2023-12-31,27,-3587.3202521443104,-132.86371304238187,700,1,Discount Seeker Customer
2262,C3710,2024-01-25,1,-307.7663628409297,-307.7663628409297,675,1,At-Risk Customer
2263,C3712,2024-11-01,32,3677.0986709535573,114.90933346729867,394,1,Loyal High-Value Customer
2264,C3715,2025-04-26,8,1610.4750278138827,201.30937847673533,218,0,Occassional Buyer Customer
2265,C3716,2025-06-11,4,-106.2915965939988,-26.5728991484997,172,0,New Customer
2266,C3718,2024-07-23,1,51.85629587729765,51.85629587729765,495,1,Occassional Buyer Customer
2267,C3719,2025-03-15,108,836.8315319969989,7.748440111083323,260,0,Loyal High-Value Customer
2268,C372,2025-07-07,27,-2359.6705243355727,-87.3952046050212,146,0,New Customer
2269,C3720,2024-08-12,8,369.45094376695965,46.18136797086996,475,1,Occassional Buyer Customer
2270,C3721,2025-02-18,8,-547.4265208521588,-68.42831510651985,285,0,New Customer
2271,C3723,2023-12-07,4,-133.4707138585026,-33.36767846462565,724,1,At-Risk Customer
2272,C3724,2024-07-23,8,961.8762191227754,120.23452739034693,495,1,Occassional Buyer Customer
2273,C3725,2024-10-25,1,-124.7140815337454,-124.7140815337454,401,1,New Customer
2274,C3728,2024-05-03,4,-870.430819892802,-217.6077049732005,576,1,At-Risk Customer
2275,C3729,2023-07-07,1,-68.37209173691278,-68.37209173691278,877,1,At-Risk Customer
2276,C373,2024-08-20,18,-1836.5612833726457,-102.03118240959142,467,1,New Customer
2277,C3730,2024-10-10,1,-15.500992727207382,-15.500992727207382,416,1,New Customer
2278,C3732,2024-06-19,8,-753.8572185869655,-94.23215232337068,529,1,New Customer
2279,C3733,2022-11-03,1,-22.406218439947143,-22.406218439947143,1123,1,At-Risk Customer
2280,C3734,2022-09-01,1,267.2843085086868,267.2843085086868,1186,1,Occassional Buyer Customer
2281,C3735,2024-12-23,16,-470.9768208511912,-29.43605130319945,342,0,New Customer
2282,C3736,2025-09-11,32,5140.738443773772,160.64807636793037,80,0,Loyal High-Value Customer
2283,C3737,2024-10-23,8,-395.5423194381384,-49.4427899297673,403,1,New Customer
2284,C3738,2024-03-01,8,-1227.8007731866396,-153.47509664832995,639,1,At-Risk Customer
2285,C3739,2024-09-01,27,4954.004889082679,183.48166255861776,455,1,Loyal High-Value Customer
2286,C3740,2025-03-18,1,102.328416066372,102.328416066372,257,0,Occassional Buyer Customer
2287,C3741,2025-05-20,8,-212.30857274109442,-26.538571592636803,194,0,New Customer
2288,C3742,2024-02-28,1,38.00257115891533,38.00257115891533,641,1,Occassional Buyer Customer
2289,C3743,2024-05-02,4,-56.47608003984476,-14.11902000996119,577,1,New Customer
2290,C3745,2025-03-23,8,-2259.256988746234,-282.40712359327927,252,0,New Customer
2291,C3747,2025-01-17,1,234.7680472158428,234.7680472158428,317,0,Occassional Buyer Customer
2292,C3748,2025-11-13,18,-507.6221869612503,-28.20123260895835,17,0,New Customer
2293,C3749,2025-01-24,8,-4088.7520093558915,-511.09400116948643,310,0,New Customer
2294,C375,2024-07-26,1,-33.87887770405315,-33.87887770405315,492,1,New Customer
2295,C3750,2025-09-28,8,429.3970833342106,53.674635416776326,63,0,New Customer
2296,C3751,2024-11-19,1,-29.785979794067803,-29.785979794067803,376,1,New Customer
2297,C3752,2024-03-07,1,50.06659230838412,50.06659230838412,633,1,Occassional Buyer Customer
2298,C3755,2023-08-15,1,-8.33977238129726,-8.33977238129726,838,1,At-Risk Customer
2299,C3757,2024-09-21,8,-1022.2429674290174,-127.78037092862718,435,1,New Customer
2300,C3758,2023-12-22,4,-211.6272717332979,-52.906817933324476,709,1,At-Risk Customer
2301,C3759,2025-05-31,4,-269.4761025276012,-67.3690256319003,183,0,New Customer
2302,C376,2025-06-13,18,-1599.3581653736553,-88.85323140964752,170,0,New Customer
2303,C3760,2025-01-10,8,352.4842531902274,44.06053164877842,324,0,New Customer
2304,C3762,2025-08-20,8,2161.091329889751,270.13641623621885,102,0,Occassional Buyer Customer
2305,C3763,2023-02-07,1,-254.1891684414763,-254.1891684414763,1027,1,At-Risk Customer
2306,C3765,2025-03-03,8,1110.9021351232134,138.86276689040167,272,0,Occassional Buyer Customer
2307,C3766,2025-06-01,48,-3556.8162306529894,-74.10033813860395,182,0,Discount Seeker Customer
2308,C3767,2024-12-16,18,2003.905845363962,111.32810252022011,349,0,Occassional Buyer Customer
2309,C3768,2025-04-21,8,-775.721170653261,-96.96514633165762,223,0,New Customer
2310,C3769,2025-08-03,4,-404.35152872546394,-101.08788218136598,119,0,New Customer
2311,C377,2025-01-25,1,44.377057085353336,44.377057085353336,309,0,New Customer
2312,C3771,2025-06-19,25,-1694.9044821495177,-67.79617928598071,164,0,New Customer
2313,C3772,2024-02-11,1,153.18761518988975,153.18761518988975,658,1,Occassional Buyer Customer
2314,C3773,2025-04-29,8,-2024.2283211956633,-253.0285401494579,215,0,New Customer
2315,C3774,2024-07-15,1,254.59180377027727,254.59180377027727,503,1,Occassional Buyer Customer
2316,C3775,2025-05-28,9,-579.2383615685703,-64.35981795206337,186,0,New Customer
2317,C3776,2024-11-27,18,-597.6223029214028,-33.20123905118905,368,1,New Customer
2318,C3778,2025-05-15,1,79.03717561708123,79.03717561708123,199,0,New Customer
2319,C3779,2024-03-03,1,230.96438894858247,230.96438894858247,637,1,Occassional Buyer Customer
2320,C378,2023-02-07,1,-95.87032042904276,-95.87032042904276,1027,1,At-Risk Customer
2321,C3780,2023-05-15,1,82.40617177237459,82.40617177237459,930,1,At-Risk Customer
2322,C3783,2022-03-03,1,-185.85116959111616,-185.85116959111616,1368,1,At-Risk Customer
2323,C3784,2023-11-15,8,-187.3627661797437,-23.42034577246796,746,1,At-Risk Customer
2324,C3786,2025-01-31,1,-183.799403993599,-183.799403993599,303,0,New Customer
2325,C3787,2025-08-01,27,-1859.131936055979,-68.85673837244366,121,0,New Customer
2326,C3788,2025-03-28,9,428.47403419211224,47.60822602134581,247,0,New Customer
2327,C3789,2025-07-26,8,1242.9197667626986,155.36497084533733,127,0,Occassional Buyer Customer
2328,C379,2024-03-27,8,934.532806721163,116.81660084014537,613,1,Occassional Buyer Customer
2329,C3790,2024-01-23,8,1387.1468901983378,173.39336127479223,677,1,Occassional Buyer Customer
2330,C3791,2025-01-12,8,-632.3091102135969,-79.03863877669961,322,0,New Customer
2331,C3792,2024-03-22,8,579.2920772416262,72.41150965520328,618,1,Occassional Buyer Customer
2332,C3793,2024-09-13,1,-304.37079682360053,-304.37079682360053,443,1,New Customer
2333,C3794,2024-12-26,18,5050.0394234731675,280.5577457485093,339,0,Loyal High-Value Customer
2334,C3795,2024-01-06,1,182.3169309091778,182.3169309091778,694,1,Occassional Buyer Customer
2335,C3796,2025-06-08,8,-217.98505427058893,-27.248131783823617,175,0,New Customer
2336,C3798,2024-01-01,1,-24.9539172836287,-24.9539172836287,699,1,At-Risk Customer
2337,C3799,2025-03-16,1,-483.2786518440079,-483.2786518440079,259,0,New Customer
2338,C38,2023-10-07,1,127.70900543899496,127.70900543899496,785,1,Occassional Buyer Customer
2339,C3800,2024-12-18,18,-2504.3500175836093,-139.13055653242273,347,0,New Customer
2340,C3804,2024-12-31,18,-902.0689991617243,-50.11494439787357,334,0,New Customer
2341,C3805,2024-11-04,1,-130.1833345573635,-130.1833345573635,391,1,New Customer
2342,C3807,2024-10-28,8,41.45208780488474,5.181510975610593,398,1,New Customer
2343,C3808,2024-02-21,1,-9.72213727517498,-9.72213727517498,648,1,At-Risk Customer
2344,C3809,2025-09-17,18,-1279.0725957504917,-71.05958865280509,74,0,New Customer
2345,C381,2025-06-11,27,1228.1142778043795,45.485713992754796,172,0,Loyal High-Value Customer
2346,C3810,2025-09-05,8,926.4608490810868,115.80760613513586,86,0,Occassional Buyer Customer
2347,C3811,2025-04-23,48,9248.917830323424,192.685788131738,221,0,Loyal High-Value Customer
2348,C3812,2022-06-11,1,160.77949012924122,160.77949012924122,1268,1,At-Risk Customer
2349,C3813,2023-12-17,1,-327.3602171454861,-327.3602171454861,714,1,At-Risk Customer
2350,C3815,2024-05-30,18,-1427.124770877133,-79.28470949317405,549,1,New Customer
2351,C3816,2025-01-25,48,4883.737010187681,101.74452104557669,309,0,Loyal High-Value Customer
2352,C3817,2024-08-10,8,-274.5698675165869,-34.32123343957336,477,1,New Customer
2353,C3818,2024-09-25,8,-311.7402320500385,-38.967529006254814,431,1,New Customer
2354,C3819,2024-07-30,1,109.27228485983647,109.27228485983647,488,1,Occassional Buyer Customer
2355,C3820,2023-07-13,1,313.20609551728376,313.20609551728376,871,1,Occassional Buyer Customer
2356,C3821,2024-03-21,8,-898.7805345387087,-112.34756681733859,619,1,At-Risk Customer
2357,C3823,2024-10-17,1,13.34191558019929,13.34191558019929,409,1,New Customer
2358,C3824,2025-06-26,27,-3700.6490469061023,-137.06107581133713,157,0,Discount Seeker Customer
2359,C3825,2025-08-11,1,234.18929319941367,234.18929319941367,111,0,Occassional Buyer Customer
2360,C3826,2022-10-24,1,-211.02079430052007,-211.02079430052007,1133,1,At-Risk Customer
2361,C3827,2025-06-21,1,31.428604173395115,31.428604173395115,162,0,New Customer
2362,C383,2025-06-13,4,-403.4147093982814,-100.85367734957035,170,0,New Customer
2363,C3830,2025-03-08,8,-1412.976227861754,-176.62202848271926,267,0,New Customer
2364,C3831,2023-02-05,1,-8.698488984959502,-8.698488984959502,1029,1,At-Risk Customer
2365,C3833,2024-06-02,4,-818.6921992674178,-204.67304981685444,546,1,New Customer
2366,C3835,2024-07-28,1,-265.8502127037846,-265.8502127037846,490,1,New Customer
2367,C3837,2025-03-15,9,-1061.1973475508385,-117.9108163945376,260,0,New Customer
2368,C3838,2023-06-01,1,84.17240577181812,84.17240577181812,913,1,At-Risk Customer
2369,C3839,2023-02-26,1,319.9731957786129,319.9731957786129,1008,1,Occassional Buyer Customer
